SAMPLE_NO,STATION_NO,STATION_NAME,STATION_DESCRIPTION,Dec Lat,Dec Long,STATION_TYPE_CODE,SAMPLE_MATRIX_CODE,SAMPLE_DATETIME,TIME_USABLE_FLAG,SAMPLE_CLASS_INDICATOR,AGENCY_CODE,CARBON TOTAL ORGANIC _TOC,CARBON TOTAL,COLOUR TRUE,NITROGEN TOTAL KJELDAHL _TKN,PHOSPHORUS TOTAL _P,CARBON TOTAL ORGANIC _TOC_1,CARBON DISSOLVED INORGANIC _DIC,NITROGEN TOTAL KJELDAHL _TKN_1,NITROGEN DISSOLVED NO3 _ NO2,NITROGEN TOTAL _CALCD,OXYGEN DISSOLVED,OXYGEN BIOCHEMICAL DEMAND,ALKALINITY TOTAL CACO3,TEMPERATURE WATER _FIELD,AMMONIA DISSOLVED,PHOSPHORUS TOTAL DISSOLVED,ICE THICKNESS,CHLOROPHYLL A,PHEOPHYTIN A,CHLOROPHYLL A_1,HARDNESS TOTAL _CALCD_ CACO3,HARDNESS TOTAL _CALCD_ CACO3_1,TURBIDITY,AMMONIA DISSOLVED_1,TOTAL SUSPENDED SOLIDS,COLOUR TRUE_1,OXYGEN DISSOLVED_1,NITROGEN DISSOLVED NO3 _ NO2_1,SULPHATE DISSOLVED,NITROGEN TOTAL KJELDAHL _TKN_2,NITROGEN DISSOLVED KJELDAHL,PHOSPHORUS TOTAL _P_1,PHOSPHORUS TOTAL DISSOLVED_1,PHOSPHOROUS_TOTAL_ORTHO,PHOSPHORUS PARTICULATE _CALCD,PHOSPHOROUS_ACID HYDROLYZABLE,TOTAL DISSOLVED SOLIDS,CARBON TOTAL_1,CARBON TOTAL INORGANIC,CARBON TOTAL ORGANIC _TOC_2,CARBON DISSOLVED TOTAL,OXYGEN BIOCHEMICAL DEMAND_1,ALKALINITY TOTAL CACO3_1,ALKALINITY CO3_CALCD,ALKALINITY OH_CALCD,ALKALINITY TOTAL HCO3_CALCD,CONDUCTIVITY _AT 25C,PH,PH_1,CONDUCTIVITY _AT 25C_1,ALKALINITY TOTAL CACO3_2,ALKALINITY CO3_CALCD_1,ALKALINITY OH_CALCD_1,ALKALINITY TOTAL HCO3_CALCD_1,TURBIDITY_1,AMMONIA _NH3,NITRATE_  NITRITE,TOTAL DISSOLVED SOLIDS_1,TOTAL DISSOLVED SOLIDS_2,TOTAL SUSPENDED SOLIDS_1,SOLIDS TOTAL,ALKALINITY TOTAL CACO3_3,ALKALINITY TOTAL CACO3_4,ALKALINITY CO3_CALCD_2,PH_2,CONDUCTIVITY _AT 25C_2,ALKALINITY TOTAL HCO3_CALCD_2,ALKALINITY CO3_CALCD_3,ALKALINITY OH_CALCD_2,ALKALINITY TOTAL HCO3_CALCD_3,ALKALINITY OH_CALCD_3,CONDUCTIVITY _AT 25C_3,PHOSPHORUS TOTAL DISSOLVED_2,PHOSPHORUS PARTICULATE _CALCD_1,PHOSPHORUS DISSOLVED ORTHO,PHOSPHORUS TOTAL _P_2,PHOSPHORUS DISSOLVED ORTHO_1,PHOSPHATE SOLUBLE ORTHO,PHOSPHORUS TOTAL _P_3,PHOSPHORUS PARTICULATE _CALCD_2,PHOSPHORUS TOTAL DISSOLVED_3,SILICA _ DISSOLVED REACTIVE,NITROGEN TOTAL KJELDAHL _TKN_3,CHLOROPHYLL A PHYTOPLANKTON,AMMONIA DISSOLVED_2,AMMONIA DISSOLVED_3,NITROGEN DISSOLVED NO3 _ NO2_2,SULPHATE DISSOLVED_1,SULPHATE DISSOLVED_2,AMMONIA DISSOLVED_4,CARBON DISSOLVED TOTAL_1,CARBON DISSOLVED INORGANIC _DIC_1,CARBON TOTAL_2,CARBON TOTAL INORGANIC_1,CARBON TOTAL ORGANIC _CALCD,CARBON DISSOLVED ORGANIC _CALCD,HARDNESS TOTAL _CALCD_ CACO3_2,NITROGEN DISSOLVED NO3 _ NO2_3,PHOSPHORUS DISSOLVED ORTHO_2,TURBIDITY _FIELD,CONDUCTIVITY _FIELD,TEMPERATURE WATER,PHOSPHOROUS_ ACID HYDROLYZABLE _ ORTHOPHOSPHATE,PHOSPHORUS TOTAL ORGANIC,PHOSPHOROUS_ACID HYDROLYZABLE_1,CHLOROPHYLL A_2,PHEOPHYTIN A_1,HARDNESS TOTAL _CALCD_ CACO3_3,SULPHATE DISSOLVED_3,TOTAL SUSPENDED SOLIDS_2,ODB_ODA _CHLOROPHYLL_A _ PHEOPHYTIN_A RATIO,AMMONIA _NH3_1,PHOSPHORUS TOTAL INORGANIC,NITRATE _NO3_N,NITRITE _NO2_N,SULPHATE _S04,CHLOROPHYLL A_3,PHEOPHYTIN A_2,COLOUR TRUE_2,PHOSPHORUS TOTAL INORGANIC_1,PHOSPHOROUS_TOTAL_ACID REACTIVE,PHOSPHOROUS ACID HYDROLYSES,DEPTH OF WATER
0502CH0003,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,2/8/2005 9:30:00 AM,Y,A,381,,,,,,,,,,,,,,0,,,,3,4,,,,8.8,0.63,15,15,6.2,0.77,,1,,0.317,0.263,,0.054,,775,80,72,8.2,,4,,,,,,,7.74,1180,284,L0.5,L0.5,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0503CH0003,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,3/1/2005 10:05:00 AM,Y,A,381,,,,,,,,,,,,,,0,,,,3,1.2,,,,9.7,0.22,17,12,8,0.66,,1.4,,0.189,0.145,,0.044,,708,71,63,7.6,,L1,,,,,,,7.72,1040,274,L0.5,L0.5,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0504CH0006,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,4/11/2005 3:40:00 PM,Y,A,381,,,,,,,,,,,,,,8,,,,3,7.5,,,158,86.1,0.26,152,68,8,0.76,75.6,2.4,,0.737,0.304,,0.433,,292,42,29,13,,4,,,,,,,7.69,439,125,L0.5,L0.5,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0505CH0003,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,5/3/2005 9:05:00 AM,Y,A,381,,,,,,,,,,,,,,3,,,,18,L0.5,,,,62.4,0.06,131,23,10,0.16,,1.3,,0.398,0.108,,0.29,,680,62,53,9.5,,3,,,,,,,8,987,222,L0.5,L0.5,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0506CH0003,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,6/6/2005 10:55:00 AM,Y,A,381,,,,,,,,,,,,,,18,,,,9,5.7,,,,64.2,0.13,145,51,6.8,0.51,,1.3,,0.43,0.193,,0.237,,568,58,44,13,,3,,,,,,,7.88,848,196,L0.5,L0.5,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0507CH0006,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,7/5/2005 10:15:00 AM,Y,A,381,,,,,,,,,,,,,,19,,,,,,,,382,65.2,0.07,145,58,6.2,0.13,182,1.9,,0.502,0.232,,0.27,,577,70,56,14,,,,,,,,,7.99,803,234,L0.5,L0.5,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0508CH0003,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,8/2/2005 1:10:00 PM,Y,A,381,,,,,,,,,,,,,,25,,,,8.9,0.5,,,,35.6,0.14,73,22,6.7,0.059,,1.5,,0.375,0.16,,0.215,,660,78,64,13,,2,,,,,,,8.07,932,274,L0.5,L0.5,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0509CH0003,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,9/6/2005 9:55:00 AM,Y,A,381,,,,,,,,,,,,,,15.5,,,,30.9,L0.5,,,,4.9,L0.01,14,14,8.4,0.02,,1.1,,0.113,0.056,,0.057,,663,68,59,8.8,,4,,,,,,,8.48,955,264,12,L0.5,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0510CH0006,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,10/4/2005 10:40:00 AM,Y,A,381,,,,,,,,,,,,,,8,,,,11,L0.5,,,438,3.7,0.05,11,12,9.1,0.31,274,1.8,,0.126,0.088,,0.038,,718,68,53,15,,3,,,,,,,8.34,1030,270,9.6,L0.5,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0511CH0003,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,11/8/2005 9:30:00 AM,Y,A,381,,,,,,,,,,,,,,2.5,,,,28.9,L0.5,,,,3.8,L0.01,3,12,11.2,0.27,,1.6,,0.094,0.067,,0.027,,719,71,61,9.9,,2,,,,,,,8.34,1000,278,7.2,L0.5,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0512CH0003,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,12/6/2005 9:30:00 AM,Y,A,381,,,,,,,,,,,,,,0,,,,11,L0.5,,,,3.9,0.22,6,13,9.4,0.29,,1.1,,0.139,0.104,,0.035,,837,77,62,15,,1,,,,,,,8.06,1160,302,L0.5,L0.5,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0601CH0006,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,1/12/2006 11:30:00 AM,Y,A,381,,,,,,,,,,,,,,0,,,,7,1.4,,,406,7.8,0.2,15,10,6.2,0.54,272,0.2,,0.165,0.12,,0.045,,719,80,65,15,,1,,,,,,,7.85,997,284,L0.5,L0.5,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0602CH0003,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,2/6/2006 9:45:00 AM,Y,A,381,,,,,,,,,,,,,,0,,,,5,L0.5,,,,7,0.09,21,13,7.7,0.39,,1.1,,0.157,0.108,,0.049,,734,72,55,17,,2,,,,,,,7.88,954,290,L0.5,L0.5,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0603CH0003,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,3/13/2006 10:05:00 AM,Y,A,381,,,,,,,,,,,,,,0,,,,3.6,L0.5,,,,12.1,0.06,23,11,10.4,0.56,,0.9,,0.161,0.103,,0.058,,661,75,71,3.9,,1,,,,,,,7.84,942,294,L0.5,L0.5,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0604CH0006,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,4/6/2006 10:25:00 AM,Y,A,381,,,,,,,,,,,,,,0.5,,,,15,L0.5,,,302,46.4,0.35,94,53,10.1,2.01,202,2.5,,0.678,0.522,,0.156,,485,56,41,15,,14,,,,,,,7.95,666,170,L0.5,L0.5,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0605CH0003,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,5/1/2006 10:05:00 AM,Y,A,381,,,,,,,,,,,,,,11,,,,15,L0.5,,,,74.8,0.07,161,28,8.6,0.29,,1.4,,0.369,0.079,,0.29,,482,62,49,12,,2,,,,,,,7.99,697,206,L0.5,L0.5,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0606CH0003,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,6/5/2006 10:40:00 AM,Y,A,381,,,,,,,,,,,,,,18.5,,,,12,L0.5,,,,115,0.16,265,25,7.1,0.37,,0.9,,0.476,0.089,,0.387,,603,65,54,11,,L1,,,,,,,8.03,967,232,L0.5,L0.5,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0607CH0006,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,7/4/2006 12:15:00 PM,Y,A,381,,,,,,,,,,,,,,22,,,,5,2,,,344,65.6,0.09,179,25,6.8,0.26,226,1.7,,0.354,0.096,,0.258,,365,67,54,13,,1,,,,,,,8.09,887,238,L0.5,L0.5,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0608CH0003,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,8/1/2006 10:50:00 AM,Y,A,381,,,,,,,,,,,,,,22,,,,4.5,0.9,,,,66.8,0.05,154,31,7.1,0.39,,1.3,,0.316,0.111,,0.205,,611,65,52,13,,L1,,,,,,,8.19,881,242,L0.5,L0.5,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0609CH0003,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,9/5/2006 9:50:00 AM,Y,A,381,,,,,,,,,,,,,,18,,,,20.9,L0.5,,,,5,0.02,6,15,8.3,L0.01,,1,,0.106,0.062,,0.044,,687,70,57,13,,1,,,,,,,8.43,931,254,9.6,L0.5,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0610CH0006,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,10/2/2006 9:55:00 AM,Y,A,381,,,,,,,,,,,,,,11.5,,,,59.8,L0.5,,,360,4.3,0.09,21,13,9.7,L0.01,263,1.3,,0.199,0.096,,0.103,,755,75,67,8.7,,3,,,,,,,8.68,1100,272,9.6,L0.5,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0611CH0003,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,11/6/2006 9:50:00 AM,Y,A,381,,,,,,,,,,,,,,0,,,,58.6,L0.5,,,,4.9,0.02,8,6,10,0.35,,1.1,,0.108,0.044,,0.064,,706,72,66,6.3,,3,,,,,,,8.37,1150,280,4.8,L0.5,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0612CH0003,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,12/6/2006 10:08:00 AM,Y,A,381,,,,,,,,,,,,,,0,,,,16.8,L0.5,,,,2.9,0.37,5,5,9.7,0.71,,2.5,,0.212,0.096,,0.116,,901,84,74,10,,1,,,,,,,7.96,1320,298,L0.5,L0.5,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0701CH0006,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,1/8/2007 9:50:00 AM,Y,A,381,,,,,,,,,,,,,,0,,,,17,L0.5,,,436,9.4,0.29,20,10,9.2,0.87,239,1.1,,0.178,0.123,,0.055,,663,79,67,12,,1,,,,,,,7.77,1020,282,L0.5,L0.5,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0702CH0003,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,2/5/2007 12:05:00 PM,Y,A,381,,,,,,,,,,,,,,,,,,8,L0.5,,,,10.7,0.19,20,12,6,0.67,,1.4,,0.183,0.116,,0.067,,648,102,70,30,,1,,,,,,,7.73,1000,284,L0.5,L0.5,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0703CH0003,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,3/5/2007 10:40:00 AM,Y,A,381,,,,,,,,,,,,,,,,,,10,L0.5,,,,19.4,0.1,33,14,9,0.7,,1.4,,0.192,0.141,,0.051,,715,77,63,14,,L1,,,,,,,8.01,940,286,L0.5,L0.5,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0704CH0006,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,4/2/2007 5:00:00 PM,Y,A,381,,,,,,,,,,,,,,0,,,,5.4,L0.5,,,211,54.4,0.3,107,63,10.7,0.96,102,1.5,,0.628,0.335,0.361,0.293,0.237,334,43,30,13,,5,,,,,,,7.55,474,136,L0.5,L0.5,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0705CH0003,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,5/1/2007 11:35:00 AM,Y,A,381,,,,,,,,,,,,,,13.4,,,,22.4,1.1,,,,85.2,0.12,266,30,8.6,0.33,,1,,0.798,0.155,,0.643,,507,54,44,9.9,,5,,,,,,,7.93,787,198,L0.5,L0.5,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0706CH0003,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,6/7/2007 1:15:00 PM,Y,A,381,,,,,,,,,,,,,,14,,,,15,L0.5,,,,70.4,0.11,180,19,8.2,0.33,,1.3,,0.297,0.132,,0.165,,544,59,49,10,,1,,,,,,,7.98,827,227,L0.5,L0.5,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0707CH0006,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,7/3/2007 4:20:00 PM,Y,A,381,,,,,,,,,,,,,,23,,,,6,4.5,,,354,74.4,0.06,204,44,7.1,0.22,183,L0.2,,0.369,0.165,0.148,0.204,0.191,579,62,51,11,,2,,,,,,,8.04,841,236,L0.5,L0.5,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0907JH1188,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,7/7/2007 12:00:00 PM,Y,A,381,,,50,,,,,,,,4.5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,698,,24,,,256,13.4,8.66,945,,,,285,L0.4,,,,0.0531,,,,0.0973,0.017,0.0803,,1.09,,0.007,,0.043,,227,,,,71.2,59.3,11.9,,,,,,,,,,0.0442,15.7,9.2,388,,,1.4,,0.0973,,,,,,,,,,
0708CH0003,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,8/1/2007 10:55:00 AM,Y,A,381,,,,,,,,,,,,,,24,,,,8,3.2,,,,64.6,0.03,183,19,6.4,0.44,,1,,0.316,0.113,,0.203,,532,54,46,7.8,,2,,,,,,,7.71,814,224,L0.5,L0.5,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0709CH0003,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,9/17/2007 12:00:00 PM,Y,A,381,,,,,,,,,,,,,,16,,,,29.9,L0.5,,,,4.3,0.02,6,13,12.3,L0.01,,0.9,,0.05,0.028,,0.022,,616,64,58,6.4,,5,,,,,,,8.62,893,253,9.8,L0.5,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0710CH0006,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,10/9/2007 11:38:00 AM,Y,A,381,,,,,,,,,,,,,,9,,,,20.9,2.1,,,351,3.9,0.1,5,13,11.5,0.39,227,0.9,,0.128,0.042,0.093,0.086,0.025,643,71,66,5.4,,2,,,,,,,8.39,981,272,L0.5,L0.5,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0711CH0003,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,11/6/2007 12:20:00 PM,Y,A,381,,,,,,,,,,,,,,1,,,,39.9,L0.5,,,,6.3,0.17,10,13,13.9,0.12,,1,,0.077,0.046,,0.031,,631,67,62,5.1,,4,,,,,,,8.52,982,253,4.9,L0.5,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0712CH0003,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,12/3/2007 12:00:00 PM,Y,A,381,,,,,,,,,,,,,,0,,,,21.5,L0.5,,,,3.8,0.23,8,11,9.1,0.37,,1.5,,0.088,0.063,,0.025,,705,69,63,6.3,,1,,,,,,,8.21,1100,279,L0.5,L0.5,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0801CH0006,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,1/8/2008 8:45:00 AM,Y,A,381,,,,,,,,,,,,,,0,,,,6,L0.5,,,401,9.5,0.29,15,12,9.5,0.38,232,1.1,,0.144,0.067,0.103,0.077,0.028,730,71,65,5.4,,3,,,,,,,7.89,994,283,L0.5,L0.5,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0802CH0203,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,2/6/2008 12:50:00 PM,Y,A,381,,,,,,,,,,,,,,0,,,,3,1.2,,,,8.3,0.24,13,18,8.7,0.45,,1.6,,0.108,0.07,,0.038,,650,74,67,6.3,,2,,,,,,,7.87,1040,284,L0.5,L0.5,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0803CH0003,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,3/3/2008 1:00:00 PM,Y,A,381,,,,,,,,,,,,,,0,,,,2.4,L0.5,,,,8.3,0.03,14,16,8.3,0.44,,1.5,,0.085,0.054,,0.031,,680,75,62,13,,1,,,,,,,7.89,1000,282,L0.5,L0.5,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0804CH0006,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,4/14/2008 2:55:00 PM,Y,A,381,,,,,,,,,,,,,,5.5,,,,17,L0.5,,,355,10.4,0.17,35,32,11.9,0.62,225,1.3,,0.151,0.081,0.147,0.07,L0.001,643,66,52,14,,3,,,,,,,8.23,892,216,L0.5,L0.5,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0805CH0003,MB05MHS006,ASSINIBOINE RIVER,ASSINIBOINE RIVER AT PR #340 UPSTREAM TREESBANK,49.6944,-99.65639,0.0,2.0,5/5/2008 11:30:00 AM,Y,A,381,,,,,,,,,,,,,,10.5,,,,34.4,L0.5,,,,48,0.14,120,23,10.4,0.38,,1.6,,0.273,0.161,,0.112,,529,62,49,12,,6,,,,,,,8.28,788,228,L0.5,L0.5,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
